,survey_year,country,id,id_survey,regional_location,qdate_s,sex,male,age,d_hhpeople,d_adult_us,wealthy,political_affiliation,religious_affiliation,education_level,us_econ_power,china_econ_power,japan_econ_power,eu_econ_power,other_econ_power,prefer_us_econ,prefer_china_econ,children_betteroff,confid_uspres: How much confidence you have in the U.S. President to do the right thing regarding world affairs? ,confid_uspres,us_threat,china_threat,fav_us,fav_china,fav_russia,country_satis,satisfied_democracy,confid_xi,confid_putin,econ_sit,religion_import,respect_china,respect_us,improve_econ,intthreat_econcondition,us_relationship,china_econ,china_military,"children_betteroff: When children today in (survey country) grow up, do you think they will be better off or worse off financially than their parents?",fav_us: I am _____ to  the U.S. ,fav_china: I am _____  to  China,fav_russia: I am _____  to  Russia,country_satis: How satisfied are you with the way things are going in our country today?,satisfied_democracy: How satisfied are you with the way democracy is working in our country?,confid_xi: How much confidence you have in Xi to do the right thing regarding world affairs? ,confid_putin: How much confidence you have in Putin  to do the right thing regarding world affairs? ,econ_sit: Describe the current economic situation in (survey country) ,econ_power: What is the world's leading economic power?,us_or_china: Is it more important for (survey country) to have strong economic ties with China or the United States?,religion_import: How important is religion in your life? ,respect_china: Does the government of China respects the personal freedoms of its people?,respect_us: Does the government of the US respects the personal freedoms of its people?,us_threat: Is the U.S.'s power and influence a threat to your country?,china_threat: Is China's power and influence a threat to your country?,improve_econ: How do you expect the economic condition to change in the next 12 months?,intthreat_econcondition: Is the condition of the global economy a threat to your country?,us_relationship: How would you describe your relationship with the U.S.?,china_econ: Do you think that China’s growing economy is a good thing for (survey country)?,china_military: Do you think that China’s growing military power is a good thing for (survey country)?,global_trade: Is trade and business ties between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_movement: Is the movement of people between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_information: Is the availability of news and information from other countries a good thing or a bad thing for (survey country)?,china_jobloss: Is the loss of U.S. jobs to China a serious problem?,china_deficit: Is the U.S. trade deficit with China a serious problem?,china_taiwan: Are tensions between China and Taiwan  a serious problem?,china_environ: Is China's impact on the global environment a serious problem?,china_debt: Is  the large amount of American debt that is held by China a serious problem?,china_terrdisputes: Are territorial disputes between China and neighboring countries a serious problem?,"us_def_china: If (survey country) and China got into a serious military conflict, do you think that the United States would use military force to defend our country?",china_econ_military: Does China's economic or military strength concern you more?,us_world_role: How does the U.S.'s role today compare to their role as a world leader 10 years ago?,world_role_china: How does China's role today compare to their role as a world leader 10 years ago?,world_role_russia: How does Russia's role today compare to their role as a world leader 10 years ago?,usrel_betterworse: How have relations between (survey country) and the U.S. changed over the past year?,involved_us: Is the U.S. helping to address major global problems?,influaffairs_russia: Do you think Russia tries to influence the internal affairs of other countries?,"interest_surveycountry: In making international policy decisions, to what extent do you think the U.S. takes into account the interests of (survey country)?",econ_ties_china: Describe current economic ties between (survey country) and China.,econ_ties_us: Describe current economic ties between (survey country) and the U.S.,foreign_threats: What country or group poses the greatest threat to (survey country) in the future?,foreign_allies: What country can (survey country) most rely on as a dependable ally in the future?,foreigncom_buy: How do foreign companies buying (survey country) companies impact (survey country)?,foreigncom_new: How do foreign companies building new factories impact (survey country)?,china_invest: How do you view investment from China?,future_usrel: How do you feel about (survey country)  relations with the U.S.,russia_relationship: Is it more important to have a close relationship to Russia or to the U.S.? ,us_mil_asia: How has the U.S. military presence in the Asia-Pacific region affected the (survey country)?,"china_us_enemy: Do you think of China as a partner, competitor or enemy of the U.S.?",econsys_reform: Do you think that the economic system of (survey country) needs to be reformed?,china_tough_econ: Is it more important to be tough on China's territorial disputes or build a strong economic relationship with them?,russia_threat: Is Russia's power and influence a threat to your country?,china_influence: How much influence does the China exert on other countries?,us_influence: How much influence does the U.S. exert on other countries?,polsys_reform: Do you think that the political system of (survey country) needs to be reformed?,econ_ties_usch: How do you view current economic ties between the U.S. and China?,adm1,adm1_id,month
32027,2019,Australia,32028,3519015,"New South Wales (NSW, including ACT)",7/15/19,Female,0,58,5,5,,Labor,Catholic,Year 11 or equivalent (usually 17 years old),0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,No confidence at all,1,,,1,1,1.0,0.0,1.0,3,1,3,1,,,,,2.0,1.0,0.0,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Dissatisfied,Not at all satisfied,Some confidence,No confidence at all,Somewhat good,Japan,China,Not at all important,,,,,,,Somewhat bad,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Somewhat bad,Other,New Zealand,Don't know,Don't know,Investment from China is a good thing,Pessimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,New South Wales,AU-NSW,7
32028,2019,Australia,32029,3519352,Queensland (QLD),6/30/19,Male,1,31,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Some confidence,3,,,3,2,2.0,0.0,2.0,1,2,2,2,,,,,3.0,0.0,0.0,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Dissatisfied,Not too satisfied,No confidence at all,Not too much confidence,Somewhat bad,The United States,China,Not too important,,,,,,,Somewhat good,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,South Korea,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,6
32029,2019,Australia,32030,3519680,Queensland (QLD),7/7/19,Male,1,73,3,3,,The Greens,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No confidence at all,1,,,2,1,2.0,0.0,1.0,1,2,2,1,,,,,2.0,0.0,0.0,Worse off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Dissatisfied,Not at all satisfied,No confidence at all,Not too much confidence,Somewhat bad,The United States,The United States,Not at all important,,,,,,,Somewhat bad,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,North Korea,New Zealand,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Queensland,AU-QLD,7
32030,2019,Australia,32031,3521052,Victoria (VIC),6/9/19,Female,0,20,2,2,,Don’t know,Buddhist,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,No confidence at all,1,,,3,3,3.0,1.0,4.0,3,1,3,2,,,,,4.0,1.0,0.0,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Satisfied,Very satisfied,Some confidence,No confidence at all,Somewhat good,China,China,Not too important,,,,,,,Very good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Very good,None,United States,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,6
32031,2019,Australia,32032,3521706,Victoria (VIC),6/27/19,Female,0,58,4,4,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Some confidence,3,,,3,2,3.0,0.0,3.0,1,2,2,4,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Dissatisfied,Somewhat satisfied,No confidence at all,Not too much confidence,Somewhat bad,China,China,Very important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,6
32032,2019,Australia,32033,3522149,"New South Wales (NSW, including ACT)",6/14/19,Female,0,56,88,88,"More than $79,000",Labor,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,Not too much confidence,2,,,2,2,2.0,1.0,4.0,3,2,3,2,,,,,3.0,1.0,0.0,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Satisfied,Very satisfied,Some confidence,Not too much confidence,Somewhat good,China,China,Not too important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,United States,New Zealand,Don't know,Don't know,Investment from China is a good thing,Pessimistic,Don't know,Less safe,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,New South Wales,AU-NSW,6
32033,2019,Australia,32034,3522733,Western Australia (WA),6/20/19,Male,1,51,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Some confidence,3,,,2,2,2.0,1.0,3.0,3,2,3,3,,,,,3.0,0.0,0.0,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Satisfied,Somewhat satisfied,Some confidence,Not too much confidence,Somewhat good,The United States,Economic ties to both countries are equally important,Somewhat important,,,,,,,Somewhat good,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,New Zealand,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,More safe,,,,,Mostly stays out of the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Western Australia,AU-WA,6
32034,2019,Australia,32035,3524150,Victoria (VIC),7/20/19,Female,0,25,4,4,,Do not feel close to any party,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,Some confidence,3,,,3,4,3.0,1.0,3.0,2,2,3,3,,,,,3.0,1.0,1.0,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Satisfied,Somewhat satisfied,Not too much confidence,Not too much confidence,Somewhat good,Japan,The United States,Somewhat important,,,,,,,Somewhat good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,Singapore,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,7
32035,2019,Australia,32036,3524754,Victoria (VIC),6/30/19,Female,0,67,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,A lot of confidence,4,,,2,3,2.0,1.0,4.0,4,4,3,3,,,,,4.0,1.0,1.0,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Satisfied,Very satisfied,A lot of confidence,A lot of confidence,Somewhat good,China,China,Somewhat important,,,,,,,Very good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Very good,Somewhat good,Middle Eastern countries,United States,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,6
32036,2019,Australia,32037,3525218,Western Australia (WA),7/16/19,Female,0,49,3,3,,Liberal-National Party/Country Liberal Party/Liberal,Hindu,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,Don't know,8,,,8,2,8.0,1.0,4.0,8,1,2,3,,,,,8.0,1.0,0.0,Don't know,Don't know,Somewhat unfavorable,Don't know,Satisfied,Very satisfied,Don't know,No confidence at all,Somewhat bad,Don't know,The United States,Somewhat important,,,,,,,Don't know,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,Don't know,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Don't know,,,Western Australia,AU-WA,7
32037,2019,Australia,32038,3525623,Victoria (VIC),7/20/19,Male,1,61,5,4,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,A lot of confidence,4,,,3,3,2.0,1.0,3.0,3,3,3,4,,,,,4.0,1.0,1.0,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Satisfied,Somewhat satisfied,Some confidence,Some confidence,Somewhat good,China,China,Very important,,,,,,,Very good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Very good,Very good,Afghanistan,United Kingdom,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,7
32038,2019,Australia,32039,3526974,"New South Wales (NSW, including ACT)",7/16/19,Male,1,30,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Agnostic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Some confidence,3,,,3,3,2.0,1.0,3.0,3,3,3,2,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Satisfied,Somewhat satisfied,Some confidence,Some confidence,Somewhat good,China,The United States,Not too important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,United States,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,New South Wales,AU-NSW,7
32039,2019,Australia,32040,3527131,Queensland (QLD),7/17/19,Female,0,48,2,1,,Do not feel close to any party,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,Not too much confidence,2,,,2,3,1.0,1.0,3.0,2,1,3,2,,,,,3.0,1.0,0.0,Better off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Satisfied,Somewhat satisfied,Not too much confidence,No confidence at all,Somewhat good,China,China,Not too important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,Indonesia,None,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,7
32040,2019,Australia,32041,3530125,Tasmania (TAS),7/5/19,Male,1,45,5,2,,Labor,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,A lot of confidence,4,,,3,2,8.0,0.0,3.0,2,1,3,3,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Somewhat unfavorable,Don't know,Dissatisfied,Somewhat satisfied,Not too much confidence,No confidence at all,Somewhat good,China,China,Somewhat important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,Asian countries,New Zealand,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Tasmania,AU-TAS,7
32041,2019,Australia,32042,3531992,Victoria (VIC),7/10/19,Male,1,42,4,2,,The Greens,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,No confidence at all,1,,,1,3,1.0,1.0,3.0,2,1,4,1,,,,,2.0,1.0,0.0,Worse off,Very unfavorable,Somewhat favorable,Very unfavorable,Satisfied,Somewhat satisfied,Not too much confidence,No confidence at all,Very good,China,China,Not at all important,,,,,,,Somewhat bad,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,New Zealand,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
32042,2019,Australia,32043,3532144,"New South Wales (NSW, including ACT)",7/24/19,Female,0,65,88,88,"$79,000 or less",Liberal-National Party/Country Liberal Party/Liberal,,Year 11 or equivalent (usually 17 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Not too much confidence,2,,,3,2,2.0,1.0,4.0,2,2,3,2,,,,,3.0,1.0,0.0,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Satisfied,Very satisfied,Not too much confidence,Not too much confidence,Somewhat good,The United States,The United States,Not too important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Somewhat good,Other,United States,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,New South Wales,AU-NSW,7
32043,2019,Australia,32044,3532906,Western Australia (WA),7/28/19,Male,1,65,88,88,,One Nation,religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Not too much confidence,2,,,1,2,3.0,0.0,2.0,2,4,2,3,,,,,3.0,1.0,0.0,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Dissatisfied,Not too satisfied,Not too much confidence,A lot of confidence,Somewhat bad,The United States,The United States,Somewhat important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Somewhat good,Middle Eastern countries,New Zealand,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,Less safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Western Australia,AU-WA,7
32044,2019,Australia,32045,3534413,Queensland (QLD),6/17/19,Female,0,73,2,2,,Do not feel close to any party,,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,No confidence at all,1,,,1,2,1.0,1.0,4.0,3,1,3,8,,,,,2.0,8.0,0.0,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Satisfied,Very satisfied,Some confidence,No confidence at all,Somewhat good,Don't know,Economic ties to both countries are equally important,Don't know,,,,,,,Somewhat bad,Don't know,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,United States,New Zealand,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,6
32045,2019,Australia,32046,3537200,Victoria (VIC),7/24/19,Male,1,22,2,2,,Don’t know,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,Not too much confidence,2,,,2,3,3.0,1.0,2.0,3,3,4,2,,,,,3.0,1.0,1.0,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Satisfied,Not too satisfied,Some confidence,Some confidence,Very good,China,China,Not too important,,,,,,,Somewhat good,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,Refused,Refused,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
32046,2019,Australia,32047,3538134,Queensland (QLD),6/10/19,Female,0,40,5,2,,Liberal-National Party/Country Liberal Party/Liberal,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Some confidence,3,,,2,2,2.0,1.0,4.0,1,2,4,1,,,,,4.0,1.0,0.0,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Satisfied,Very satisfied,No confidence at all,Not too much confidence,Very good,The United States,The United States,Not at all important,,,,,,,Very good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Very good,United States,United Kingdom,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Queensland,AU-QLD,6
32047,2019,Australia,32048,3539373,Victoria (VIC),7/5/19,Female,0,78,2,2,"$79,000 or less",Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Some confidence,3,,,3,3,2.0,0.0,3.0,3,3,2,3,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Dissatisfied,Somewhat satisfied,Some confidence,Some confidence,Somewhat bad,The United States,The United States,Somewhat important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
32048,2019,Australia,32049,3540503,Victoria (VIC),7/13/19,Female,0,34,3,2,"More than $79,000",Do not feel close to any party,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,Some confidence,3,,,3,3,2.0,1.0,3.0,2,8,3,1,,,,,2.0,1.0,1.0,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Satisfied,Somewhat satisfied,Not too much confidence,Don't know,Somewhat good,China,Economic ties to both countries are equally important,Not at all important,,,,,,,Somewhat bad,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Somewhat good,Don't know,Don't know,China,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,Less safe,,,,,Mostly stays out of the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,Victoria,AU-VIC,7
32049,2019,Australia,32050,3541141,Victoria (VIC),7/3/19,Male,1,76,88,88,"$79,000 or less",Do not feel close to any party,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No confidence at all,1,,,8,8,3.0,1.0,3.0,3,3,8,1,,,,,4.0,1.0,0.0,Worse off,Don't know,Don't know,Somewhat favorable,Satisfied,Somewhat satisfied,Some confidence,Some confidence,Don't know,The United States,Refused,Not at all important,,,,,,,Very good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Very good,Don't know,United States,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,7
32050,2019,Australia,32051,3541696,"New South Wales (NSW, including ACT)",7/22/19,Female,0,67,2,2,"$79,000 or less",Labor,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Some confidence,3,,,3,2,2.0,0.0,4.0,1,1,3,1,,,,,4.0,1.0,0.0,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Dissatisfied,Very satisfied,No confidence at all,No confidence at all,Somewhat good,The United States,The United States,Not at all important,,,,,,,Very good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Very good,China,United Kingdom,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,New South Wales,AU-NSW,7
32051,2019,Australia,32052,3545023,Victoria (VIC),6/6/19,Male,1,24,6,6,"$79,000 or less",Labor,Catholic,Year 9 or equivalent (usually 15 years old),0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,No confidence at all,1,,,3,3,3.0,0.0,1.0,4,4,1,1,,,,,2.0,1.0,1.0,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Dissatisfied,Not at all satisfied,A lot of confidence,A lot of confidence,Very bad,China,The United States,Not at all important,,,,,,,Somewhat bad,Good thing,Good thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat bad,United States,New Zealand,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,Does not make a difference,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,Victoria,AU-VIC,6
32052,2019,Australia,32053,3546009,"New South Wales (NSW, including ACT)",7/21/19,Male,1,50,4,2,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Some confidence,3,,,3,3,3.0,1.0,3.0,2,3,3,3,,,,,3.0,1.0,0.0,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Satisfied,Somewhat satisfied,Not too much confidence,Some confidence,Somewhat good,The United States,The United States,Somewhat important,,,,,,,Somewhat good,Good thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,China,United Kingdom,Don't know,Don't know,Investment from China is a good thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Tries to influence the internal affairs of other countries,,,New South Wales,AU-NSW,7
32053,2019,Australia,32054,3546385,"New South Wales (NSW, including ACT)",7/19/19,Female,0,22,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,No confidence at all,1,,,3,2,2.0,1.0,4.0,1,3,3,2,,,,,4.0,0.0,0.0,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Satisfied,Very satisfied,No confidence at all,Some confidence,Somewhat good,The United States,China,Not too important,,,,,,,Very good,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat bad,Very good,China,United States,Don't know,Don't know,Investment from China is a bad thing,Optimistic,Don't know,More safe,,,,,Tries to influence the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,New South Wales,AU-NSW,7
32054,2019,Australia,32055,3547184,"New South Wales (NSW, including ACT)",6/22/19,Female,0,40,7,4,,Liberal-National Party/Country Liberal Party/Liberal,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No confidence at all,1,,,3,4,1.0,0.0,1.0,1,1,1,1,,,,,3.0,0.0,0.0,Worse off,Somewhat favorable,Very favorable,Very unfavorable,Dissatisfied,Not at all satisfied,No confidence at all,No confidence at all,Very bad,The United States,China,Not at all important,,,,,,,Somewhat good,Bad thing,Bad thing,,,,,,,,,,,,,,,,,,,Somewhat good,Somewhat good,Terrorists,United States,Don't know,Don't know,Investment from China is a bad thing,Pessimistic,Don't know,Does not make a difference,,,,,Mostly stays out of the internal affairs of other countries,Mostly stays out of the internal affairs of other countries,,,New South Wales,AU-NSW,6
