id,confucius_institute,partner_uni,date_est,location_name,nearest_city,country,status,ci_webpage,sources,gl3_id,country_id
386,Borlange-Wuhan Friendship City Confucius Institute,,,Borlange-Wuhan Friendship City,Borlange,Sweden,Closed,http://zhuanti.hanban.org/videolist/?cat=435&tag=en,,55,181
387,Confucius Institute in Lulea,,,Lulea,,Sweden,Closed,http://english.hanban.org/node_38135.htm,,54,181
388,Confucius Institute at the University of Basel,,,University of Basel,,Switzerland,Closed,http://www.ciub.ch/en/,,354,159
389,Confucius Institute in Geneva,,,Geneva,,Switzerland,Open,http://www.unige.ch/ic/Enseignement.html,,112,159
390,Confucius Institute at Mining metallurgical Institute of Tajikistan,,,Institute of Tajikistan,,Tajikistan,Closed,,,69,205
391,Confucius Institute at Tajik National University,,,Tajik National University,,Tajikistan,Closed,http://english.hanban.org/node_10689.htm,,70,205
392,Confucius Institute at the University of Dar es Salaam,,,University of Dar es Salaam,,Tanzania,Closed,https://www.udsm.ac.tz/web/index.php/institutes/ci,,92,113
393,Confucius Institute at the University of Dodoma,,,University of Dodoma,,Tanzania,Closed,http://english.hanban.org/node_42057.htm,,93,113
394,Confucius Institute at Assumption University,,,Assumption University,,Thailand,Open,http://www.ci.au.edu/,,432,231
395,Confucius Institute at Bansomdejchaopraya Rajabhat University,,,Bansomdejchaopraya Rajabhat University,,Thailand,Closed,http://english.hanban.org/node_10705.htm,,433,231
396,Confucius Institute at Burapha University,,,Burapha University,,Thailand,Closed,http://english.hanban.org/node_10701.htm,,434,231
397,Confucius Institute at Chiang Mai University,,,Chiang Mai University,,Thailand,Closed,http://cicmu.th.chinesecio.com/zh-hans,,435,231
398,Confucius Institute at Chulalongkorn University,,,Chulalongkorn University,,Thailand,Closed,http://www.confucius.chula.ac.th/,,436,231
399,Confucius Institute at Kasetsart University,,,Kasetsart University,,Thailand,Closed,http://english.hanban.org/node_10711.htm,,437,231
400,Confucius Institute at Khon Kaen University,,,Khon Kaen University,,Thailand,Closed,http://confucius.kku.ac.th/,,438,231
401,Confucius Institute at Mae Fah Luang University,,,Mae Fah Luang University,,Thailand,Closed,http://english.hanban.org/node_10709.htm,,439,231
402,Confucius Institute at Mahasarakham University,,,Mahasarakham University,,Thailand,Closed,http://msuci.th.chinesecio.com/zh-hans,,440,231
403,"Confucius Institute at Phuket, Prince of Songkla University",,,Phuket,,Thailand,Closed,http://english.hanban.org/node_10703.htm,,286,231
404,Confucius Institute at Prince of Songkla University,,,Prince of Songkla University,,Thailand,Open,http://www.confucius.psu.ac.th/,,441,231
405,Confucius Institute for Traditional Chinese Medicine at Huachiew Chalermprakiet,,,Huachiew Chalermprakiet,Bang Chalong,Thailand,Closed,http://zhuanti.hanban.org/videolist/?cat=166&tag=en,,444,231
406,Confucius Institute of Betong Municipality,,12/29/06,of Betong Municipality,Betong,Thailand,Open,http://www.hanbanthai.org/kongzixueyuan/cibetong/,,120,231
407,Confucius Institute of Suan Dusit Rajabhat University at Suphanburi,,,Suphanburi,,Thailand,Closed,http://www.confucius.dusit.ac.th/,,442,231
408,Maritime Silk Road Confucius Institute at Phranakhon Rajabhat University,,,Phranakhon Rajabhat University,,Thailand,Closed,http://zhuanti.hanban.org/videolist/?cat=386&tag=en,,443,231
409,Maritime Silk Road Confucius Institute at Phranakhon Rajabhat University,,,Phranakhon Rajabhat University,,Thailand,Closed,http://zhuanti.hanban.org/videolist/?cat=386&tag=en,,443,231
410,Confucius Institute at University of Lome,,,University of Lome,,Togo,Closed,http://english.hanban.org/node_10951.htm,,47,136
411,"Confucius Institute at the University of the West Indies, St. Augustine Campus",,,University of the West Indies,,Trinidad and Tobago,Open,https://sta.uwi.edu/confucius/home,,35,066
412,Confucius Institute at University of Carthage,,,University of Carthage,,Tunisia,Closed,http://zhuanti.hanban.org/videolist/?cat=429&tag=en,,110,137
413,Confucius Institute at Bogazici University,,,Bogazici University,,Turkey,Open,http://www.confucius.boun.edu.tr/,,217,152
414,Confucius Institute at Middle East Technical University,,,Middle East Technical University,,Turkey,Closed,http://ci.metu.edu.tr/zh-hans/,,218,152
415,Confucius Institute at Okan University,,,Okan University,,Turkey,Closed,http://english.hanban.org/node_42188.htm,,219,152
416,Confucius Institute at Yeditepe University,,,Yeditepe University,,Turkey,Closed,http://english.hanban.org/node_45660.htm,http://www.confucio.uminho.pt/uploads/media_items/%E5%AD%A6%E5%AE%9E%E7%94%A8%E6%B1%89%E8%AF%AD-%E5%93%81%E9%9F%B5%E5%91%B3%E5%A4%A9%E6%B4%A5-%E5%8D%97%E5%BC%80%E5%A4%A7%E5%AD%A6-%E6%B1%89%E8%AF%AD%E6%A1%A5-%E7%9F%AD%E6%9C%9F%E7%BA%BF%E4%B8%8A%E9%A1%B9%E7%9B%AE%E6%8B%9B%E7%94%9F%E7%AE%80%E7%AB%A0-2.original.pdf,220,152
417,Confucius Institute at Makerere University,,,Makerere University,,Uganda,Closed,http://english.hanban.org/node_44743.htm,,158,153
418,Confucius Institute at Kharkiv State University,,,Kharkiv State University,,Ukraine,Closed,http://www.univer.kharkov.ua/,,530,191
419,Confucius Institute at Kiev State Linguistic University,,,Kiev State  University,,Ukraine,Closed,http://ciknlu.kiev.ua.chinesecio.com/zh-hans,,531,191
420,Confucius Institute at Luhansk National Pedagogical University,,,Luhansk National  University,,Ukraine,Open,http://confucius.luguniv.edu.ua/,,532,191
421,Confucius Institute at National Taras Shevchenko University of Kyiv,,,National Taras Shevchenko University of Kyiv,,Ukraine,Closed,http://confucius.univ.kiev.ua.chinesecio.com/,,533,191
422,Confucius Institute at South Ukranian National Pedagogical University,,,South Ukranian National  University,Odesa,Ukraine,Closed,http://www.pdpu.edu.ua/,,288,191
423,Confucius Institute at Vinnytsia National Technical University,,,Vinnytsia National Technical University,Vinnytsia,Ukraine,Closed,http://zhuanti.hanban.org/videolist/?cat=796&tag=en,,462,191
424,Confucius Institute University of Dubai,,1/1/11,University of Dubai,Dubai,United Arab Emirates,Closed,http://www.ud.ac.ae/,https://www.mei.edu/publications/chinese-soft-power-and-dubais-confucius-institute,12,207
425,Confucius Institute at Zayed University,,1/1/10,Zayed University,Dubai,United Arab Emirates,Closed,http://www.zu.ac.ae/,https://www.cizu.org,13,207
426,Business Confucius Institute at the University of Leeds,,11/30/13,University of Leeds,Leeds,United Kingdom,Closed,https://confucius.leeds.ac.uk/,,1846,090
427,Confucius Institute at Bangor University,,,Bangor University,,United Kingdom,Open,http://www.bangor.ac.uk/confucius-institute/,,1847,090
428,Confucius Institute at Cardiff University,,1/1/08,Cardiff University,Cardiff,United Kingdom,Open,https://www.cardiff.ac.uk/confucius-institute,,1848,090
429,Confucius Institute at Coventry University,,,Coventry University,,United Kingdom,Closed,http://english.hanban.org/node_45718.htm,,1849,090
430,Confucius Institute at De Montfort University,,3/21/14,De Montfort University,Leicester,United Kingdom,Closed,http://english.hanban.org/node_42219.htm,,1850,090
431,Confucius Institute at Edge Hill university,,1/1/15,Edge Hill university,Lancashire,United Kingdom,Closed,https://www.edgehill.ac.uk/confuciusinstitute/,,1851,090
432,Confucius Institute at Lancaster University,,1/1/11,Lancaster University,Lancaster,United Kingdom,Closed,https://www.lancaster.ac.uk/confucius-institute/,,1852,090
433,Confucius Institute at Newcastle University,,,Newcastle University,,United Kingdom,Closed,http://www.ncl.ac.uk/sml/confucius/,,1853,090
434,Confucius Institute at Oxford Brooks University,,,Oxford Brooks University,,United Kingdom,Closed,http://www.brookes.ac.uk/confucius,,1854,090
435,Confucius Institute at Queen Mary University of London,,,Queen Mary University of London,,United Kingdom,Closed,http://english.hanban.org/node_45715.htm,,1855,090
436,Confucius Institute at UCL Institute of Education,,6/1/06,UCL Institute,London,United Kingdom,Closed,http://ci.ioe.ac.uk/,,1856,090
437,Confucius Institute at Ulster University,,,Ulster University,,United Kingdom,Open,http://www.ulster.ac.uk/confucius,,1857,090
438,Confucius Institute at University of Liverpool,,10/22/09,University of Liverpool,Liverpool,United Kingdom,Open,http://www.liv.ac.uk/confucius-institute,,1858,090
439,Confucius Institute at the University of Central Lancashire,,,University of Central Lancashire,,United Kingdom,Closed,http://uclanci.uk.chinesecio.com/,,1859,090
440,Confucius Institute at the University of Glasgow,,,University of Glasgow,,United Kingdom,Closed,http://www.glasgow.ac.uk/confuciusinstitute,http://www.confucio.uminho.pt/uploads/media_items/%E5%AD%A6%E5%AE%9E%E7%94%A8%E6%B1%89%E8%AF%AD-%E5%93%81%E9%9F%B5%E5%91%B3%E5%A4%A9%E6%B4%A5-%E5%8D%97%E5%BC%80%E5%A4%A7%E5%AD%A6-%E6%B1%89%E8%AF%AD%E6%A1%A5-%E7%9F%AD%E6%9C%9F%E7%BA%BF%E4%B8%8A%E9%A1%B9%E7%9B%AE%E6%8B%9B%E7%94%9F%E7%AE%80%E7%AB%A0-2.original.pdf,1860,090
441,Confucius Institute at the University of Hull,,,University of Hull,,United Kingdom,Closed,http://english.hanban.org/node_45712.htm,,1861,090
442,Confucius Institute at the University of Manchester,,10/1/16,University of Manchester,Manchester,United Kingdom,Open,http://www.confuciusinstitute.manchester.ac.uk/,,1862,090
443,Confucius Institute at the University of Nottingham,,1/1/07,University of Nottingham,Nottingham,United Kingdom,Open,http://www.nottingham.ac.uk/chinese/confucius/index.aspx,,1863,090
444,Confucius Institute at the University of Sheffield,,9/1/07,University of Sheffield,Sheffield,United Kingdom,Open,http://www.shef.ac.uk/confucius,,1864,090
445,Confucius Institute at the University of Southampton,,,University of Southampton,,United Kingdom,Closed,https://www.southampton.ac.uk/ci/index.page,,1865,090
446,Confucius Institute at the University of Wales Trinity Saint David,,,University of Wales Trinity Saint David,,United Kingdom,Closed,http://www.uwtsd.ac.uk/confucius-institute/,,1866,090
447,Confucius Institute for Business London,,1/1/06,for Business London,London,United Kingdom,Open,https://www.lse.ac.uk/CIBL,,1867,090
448,"Confucius Institute for Dance and Performance at Goldsmiths, University of London",,6/1/12,Goldsmiths,London,United Kingdom,Closed,https://www.gold.ac.uk/confucius-institute/,,1868,090
449,Confucius Institute for Scotland in the University of Edinburgh,,1/1/07,University of Edinburgh,Edinburgh,United Kingdom,Closed,http://www.confuciusinstitute.ac.uk/,,1869,090
450,Confucius Institute for Scotland's Schools,,,for Scotland's Schools,Glasgow,United Kingdom,Open,http://www.strath.ac.uk/ciss,,672,090
451,"Confucius Institute for Traditional Chinese Medicine, London",,1/1/07,for Traditional Chinese Medicine,London,United Kingdom,Closed,https://lsbu-confucius.london/,,1011,090
452,Confucius Institute of Science and Technology Innovation at the University of Huddersfield,,,University of Huddersfield,,United Kingdom,Closed,http://zhuanti.hanban.org/videolist/?cat=769&tag=en,,1870,090
453,Conrfucius Institute at the University of Aberdeen,,9/27/13,University of Aberdeen,Aberdeen,United Kingdom,Open,http://www.abdn.ac.uk/confucius/,,1871,090
454,Scottish Confucius Institute for Business and Communication at Heriot Watt University,,,Heriot Watt University,,United Kingdom,Closed,http://english.hanban.org/node_43189.htm,https://confuciusinstitute.site.hw.ac.uk/team/,1872,090
455,Alabama A&M University,Nanjing Forestry University,,Alabama A&M University,,United States,Closed,,,7972,155
456,Alabama A&M University,Nanjing Forestry University,,Alabama A&M University,,United States,Open,,,7972,155
457,Alfred University,"China University of Geosciences, Wuhan",,Alfred University,,United States,Open,,,7973,155
458,Arizona State University,Sichuan University,,Arizona State University,,United States,Closed,,,7974,155
459,Auburn University at Montgomery,Hubei University of Economics,,Montgomery,,United States,Closed,,,4498,155
460,Augusta University,Shanghai University of Traditional Chinese Medicine,,Augusta University,,United States,Closed,,,7975,155
461,Baruch University,Shanghai International Studies University,,Baruch University,,United States,Closed,,,7976,155
462,Binghamton University,National Academy of Chinese Theatre Arts,,Binghamton University,,United States,Closed,,,568,155
463,Broward County Public Schools,,,Broward County Public Schools,,United States,Closed,,,7977,155
464,Bryant University,"China University of Geosciences, Wuhan",,Bryant University,,United States,Closed,,,7978,155
465,Bryant University ,China University of Geosciences，Wuhan,,Bryant University,,United States,Open,,,7978,155
466,California State University - Long Beach,Hebei Institute of Foreign Languages,,California State University - Long Beach,,United States,Closed,,,7979,155
467,Central Connecticut State University,Shandong Normal University,,Central Connecticut State University,,United States,Closed,,,7980,155
468,Chicago Public Schools,East China Normal University,,Chicago Public Schools,,United States,Closed,,,7981,155
469,China Institute,East China Normal University,,China Institute,,United States,Open,,,7982,155
470,Clark County School District,,,Clark County School District,,United States,Closed,,,7983,155
471,Cleveland State University,Capital University of Economics and Business,,Cleveland State University,,United States,Closed,,,7984,155
472,College of William and Mary ,Beijing Normal University,,College of William and Mary,,United States,Closed,,,7985,155
473,Colorado State University,Hunan University,,Colorado State University,,United States,Closed,,,7986,155
474,Columbia University,Renmin University of China,,Columbia University,,United States,Closed,,,7987,155
475,Community College of Denver,University of Jinan,,Community College of Denver,,United States,Closed,,,7988,155
476,Confucius Institute at Alabama A&M University,,,Alabama A&M University,,United States,Closed,http://www.aamu.edu/confucius/Pages/default.aspx,,7972,155
477,Confucius Institute at Alfred University,,,Alfred University,,United States,Closed,http://ciau.us.chinesecio.com/,,7973,155
478,Confucius Institute at Broward County Public Schools,,,Broward County Public Schools,,United States,Closed,http://english.hanban.org/node_41290.htm,,7977,155
479,Confucius Institute at Bryant University,,,Bryant University,,United States,Open,https://china.bryant.edu/confucius-institute,,7978,155
480,Confucius Institute at Central Connecticut State University,,,Central Connecticut State University,,United States,Closed,https://www.ccsu.edu/ci/,,7980,155
481,Confucius Institute at China Institute,,,China Institute,,United States,Closed,http://www.chinainstitute.org/,,7982,155
482,Confucius Institute at Clark County School District,,,Clark County School District,,United States,Closed,http://english.hanban.org/node_41317.htm,,7983,155
483,Confucius Institute at Cleveland State University,,,Cleveland State University,,United States,Closed,http://www.csuohio.edu/confucius,,7984,155
484,Confucius Institute at Colorado State University,,,Colorado State University,,United States,Closed,http://english.hanban.org/node_41301.htm,,7986,155
485,Confucius Institute at Columbia University,,,Columbia University,,United States,Closed,http://www.columbia.edu/,,7987,155
486,Confucius Institute at Community College of Denver,,,Community College of Denver,,United States,Closed,https://www.ccd.edu/org/confucius-institute,,7988,155
487,Confucius Institute at Davis School District,,,Davis School District,,United States,Closed,,,7989,155
488,Confucius Institute at East Central Ohio Educational Service Center,,,East Central Ohio Educational Service Center,St. Clairsville,United States,Open,https://www.ecoesc.org/ci/,,6582,155
489,Confucius Institute at George Mason University,,,George Mason University,,United States,Closed,http://confucius.gmu.edu/,,7990,155
490,Confucius Institute at Georgia State University,,,Georgia State University,,United States,Closed,http://ci.gsu.edu/,,7991,155
491,Confucius Institute at Houston Independent School District,,,Houston Independent School District,,United States,Closed,http://www.houstonisd.org/confucius,,7992,155
492,Confucius Institute at Kansas State University,,,Kansas State University,,United States,Open,http://www.k-state.edu/confucius,,7993,155
493,Confucius Institute at Medga Evers College The City University of New York,,,Medga Evers College The City University of New York,New York,United States,Closed,http://zhuanti.hanban.org/videolist/?cat=681&tag=en,,4776,155
494,Confucius Institute at Miami University,,,Miami University,,United States,Open,http://miamioh.edu/global-initiatives/confucius-institute/index.html,,7994,155
495,Confucius Institute at Michigan State University,,,Michigan State University,,United States,Closed,http://www.confucius.msu.edu/,,7995,155
496,Confucius Institute at Middle Tennessee University,,,Middle Tennessee University,,United States,Open,https://www.mtsu.edu/cimtsu/,,7996,155
497,Confucius Institute at New Jersey City University,,,New Jersey City University,,United States,Closed,http://english.hanban.org/node_45753.htm,,7997,155
498,Confucius Institute at New Mexico State University,,,New Mexico State University,,United States,Closed,https://confucius.nmsu.edu/,https://confucius.nmsu.edu/,7998,155
499,Confucius Institute at Northern State University,,,Northern State University,,United States,Closed,http://english.hanban.org/node_44977.htm,,7999,155
500,Confucius Institute at Northwest Nazarene University,,,Northwest Nazarene University,,United States,Closed,https://chinesestudies.nnu.edu/,,8000,155
501,Confucius Institute at Old Dominion University,,,Old Dominion University,,United States,Closed,http://www.odu.edu/ci,,8001,155
502,Confucius Institute at Portland State University,,,Portland State University,,United States,Closed,http://cipsu.us.chinesecio.com/,,8002,155
503,Confucius Institute at Presbyterian College,,,Presbyterian College,,United States,Closed,https://www.presby.edu/academics/confucius-institute/,,8003,155
504,"Confucius Institute at Rutgers, the State University of New Jersey",,,Rutgers,,United States,Closed,http://www.ciru.rutgers.edu/,,8004,155
505,Confucius Institute at Savannah State University,,,Savannah State University,,United States,Closed,https://www.savannahstate.edu/confucius/,,8005,155
506,Confucius Institute at Southern Utah University,,,Southern Utah University,,United States,Closed,http://suu.edu/confucius/index.html,,8006,155
507,Confucius Institute at St. Cloud State University,,,St. Cloud State University,,United States,Closed,https://www.stcloudstate.edu/confucius/,,8007,155
508,Confucius Institute at Stanford University,,,Stanford University,,United States,Open,https://ealc.stanford.edu/confucius-institute/confucius-institute-overview,,8008,155
509,"Confucius Institute at State College of Optometry, State University of New York",,,State College of Optometry,,United States,Closed,https://www.sunyopt.edu/education/academics/international-programs/confucius-institute,,8009,155
510,Confucius Institute at State University of New York at Buffalo,,,Buffalo,,United States,Closed,http://www.confuciusinstitute.buffalo.edu/,,834,155
511,Confucius Institute at Stony Brook University,,,Stony Brook University,,United States,Closed,http://www.stonybrook.edu/confucius/,,6675,155
512,Confucius Institute at Temple University,,,Temple University,,United States,Closed,http://english.hanban.org/node_45744.htm,,8010,155
513,Confucius Institute at Texas Southern University,,,Texas Southern University,,United States,Open,http://www.tsuci.org/,,8011,155
514,Confucius Institute at Troy University,,,Troy University,,United States,Closed,http://citu.us.chinesecio.com/,,8012,155
515,Confucius Institute at Tufts University,,,Tufts University,,United States,Closed,http://english.hanban.org/node_45729.htm,,8013,155
516,Confucius Institute at University of Alaska Anchorage,,,University of Alaska Anchorage,,United States,Closed,https://www.uaa.alaska.edu/academics/college-of-arts-and-sciences/programs/confucius-institute/,,8014,155
517,"Confucius Institute at University of California, Davis",,,University of California,,United States,Closed,http://english.hanban.org/node_41323.htm,,8015,155
518,Confucius Institute at Valparaiso University,,,Valparaiso University,,United States,Closed,https://www.valpo.edu/confucius-institute/,,8016,155
519,Confucius Institute at Wayne State University,,,Wayne State University,,United States,Closed,http://www.clas.wayne.edu/ci,,8017,155
520,Confucius Institute at Webster University,,,Webster University,,United States,Open,https://www.webster.edu/confucius-institute/,,8018,155
521,Confucius Institute at Wesleyan College,,,Wesleyan College,,United States,Closed,http://wesleyancollege.us.chinesecio.com/,,8019,155
522,Confucius Institute at West Virginia University,,,West Virginia University,,United States,Closed,http://english.hanban.org/node_45747.htm,,8020,155
523,Confucius Institute at Western Michigan University,,,Western Michigan University,,United States,Open,http://www.wmich.edu/international,,8021,155
524,Confucius Institute at Xavier University of Louisiana,,,Xavier University of Louisiana,,United States,Closed,http://www2.xula.edu/confucius/index.html,,8022,155
525,Confucius Institute at the College of William & Mary,,,College of William & Mary,,United States,Closed,https://www.wm.edu/sites/confuciusinstitute/,,8023,155
526,Confucius Institute at the George Washington University,,,George Washington University,,United States,Closed,http://confucius.columbian.gwu.edu/,,8024,155
527,"Confucius Institute at the University at Albany, State University of New York",,,Albany,,United States,Closed,http://www.albany.edu/,,53,155
528,Confucius Institute at the University of Akron,,,University of Akron,,United States,Open,http://www.uakron.edu/ci/,,8025,155
529,Confucius Institute at the University of Arizona,,,University of Arizona,,United States,Closed,http://www.arizona.edu/,,8026,155
530,"Confucius Institute at the University of California, Los Angeles",,,University of California,,United States,Closed,http://www.confucius.ucla.edu/,,8015,155
531,"Confucius Institute at the University of California, Santa Barbara",,,University of California,,United States,Closed,http://english.hanban.org/node_42929.htm,,8015,155
532,Confucius Institute at the University of Central Arkansas,,,University of Central Arkansas,,United States,Closed,https://uca.edu/confucius/,,8027,155
533,Confucius Institute at the University of Delaware,,,University of Delaware,,United States,Closed,http://sites.udel.edu/ci/,,8028,155
534,Confucius Institute at the University of Idaho,,,University of Idaho,,United States,Closed,http://www.uidaho.edu/class/confucius-institute,,8029,155
535,Confucius Institute at the University of Iowa,,,University of Iowa,,United States,Closed,https://diversity.uiowa.edu/unit/confucius-institute,,8030,155
536,Confucius Institute at the University of Kansas,,,University of Kansas,,United States,Closed,https://soe.ku.edu/ku-end-confucius-institute-program,,8031,155
537,Confucius Institute at the University of Kentucky,,,University of Kentucky,,United States,Closed,https://international.uky.edu/ukci,,8032,155
538,Confucius Institute at the University of Maryland,,,University of Maryland,,United States,Closed,http://www.international.umd.edu/cim/,,8033,155
539,Confucius Institute at the University of Memphis,,,University of Memphis,,United States,Closed,http://www.memphis.edu/cium/,,8034,155
540,Confucius Institute at the University of Missouri,,,University of Missouri,,United States,Closed,https://confucius.missouri.edu/,,8035,155
541,Confucius Institute at the University of Montana,,,University of Montana,,United States,Open,http://www.umt.edu/mansfield/,,8036,155
542,Confucius Institute at the University of Nebraska-Lincoln,,,University of Nebraska-Lincoln,,United States,Closed,http://confuciusinstitute.unl.edu/,,8037,155
543,Confucius Institute at the University of New Hampshire,,,University of New Hampshire,,United States,Closed,http://cola.unh.edu/confucius,,8038,155
544,Confucius Institute at the University of North Carolina at Charlotte,,,Charlotte,Charlotte,United States,Closed,https://confucius.uncc.edu/,,1114,155
545,Confucius Institute at the University of Oklahoma,,,University of Oklahoma,,United States,Open,http://www.ou.edu/ouci/,,8039,155
546,Confucius Institute at the University of Pittsburgh,,,University of Pittsburgh,,United States,Closed,http://www.ucis.pitt.edu/cipitt/,,8040,155
547,Confucius Institute at the University of South Carolina,,,University of South Carolina,,United States,Closed,https://ci.sc.edu/,,8041,155
548,Confucius Institute at the University of Southern Maine,,,University of Southern Maine,,United States,Closed,http://www.usm.maine.edu/confucius,,8042,155
549,Confucius Institute at the University of Toledo,,,University of Toledo,,United States,Open,http://www.utoledo.edu/cisp/Confucius_Institute/index.html,,8043,155
550,Confucius Institute at the University of Utah,,,University of Utah,,United States,Open,http://confucius-institute.utah.edu/,,8044,155
551,Confucius Institute at the University of Wisconsin-Platteville,,,University of Wisconsin-Platteville,,United States,Closed,https://www.uwplatt.edu/department/confucius-institute,,8045,155
552,Confucius Institute for Business at State University of New York,,,State University of New York,New York,United States,Closed,http://confuciusbusiness.suny.edu/,,8046,155
553,Confucius Institute in Atlanta,,,Atlanta,,United States,Closed,http://confucius.emory.edu/,,246,155
554,Confucius Institute in Chicago,,,Chicago,,United States,Open,http://www.confuciusinstituteinchicago.com/,,1169,155
555,Confucius Institute in San Diego at San Diego Global Educational Institute,,,San Diego Global Educational Institute,San Diego,United States,Closed,http://zhuanti.hanban.org/videolist/?cat=762&tag=en,,6054,155
556,Confucius Institute of Chinese Opera at the State University of New York at Binghamton,,,Binghamton,,United States,Closed,http://www.binghamton.edu/confucius-institute/,,567,155
557,Confucius Institute of Western Kentucky,,,of Western Kentucky,,United States,Closed,http://zhuanti.hanban.org/videolist/?cat=761&tag=en,,8047,155
558,Confucius Institute of the State of Washington,,,of the State of Washington,,United States,Closed,http://confucius.washington.edu/,,8048,155
559,Davis School District,Unknown,,Davis School District,,United States,Open,,,7989,155
560,Emory University,Nanjing University,,Emory University,,United States,Closed,,,8049,155
561,George Mason University,Beijing Language and Culture University,,George Mason University,,United States,Closed,,,7990,155
562,George Washington University,Xiamen University,,George Washington University,,United States,Closed,,,8024,155
563,Georgia State University,Beijing Language and Culture University,,Georgia State University,,United States,Closed,,,7991,155
564,Houston Independent School District,,,Houston Independent School District,,United States,Closed,,,7992,155
565,Indiana University-Purdue University,Sun Yat-sen University,,Indiana University-Purdue University,,United States,Closed,,,8050,155
566,Kansas State University,,,Kansas State University,,United States,Closed,,,7993,155
567,Kennesaw State University,Yangzhou University,,Kennesaw State University,,United States,Closed,,,8051,155
568,Medgar Evers College,Hunan University of Technology and Business,,Medgar Evers College,,United States,Closed,,,8052,155
569,Miami Dade College,Jiangsu Normal University,,Miami Dade College,,United States,Closed,,,8053,155
570,Miami University,Liaoning Normal University,,Miami University,,United States,Closed,,,7994,155
571,Michigan State University,The Open University of China (China Central Radio and TV University),,Michigan State University,,United States,Closed,,,7995,155
572,Middle Tennessee State University,Hangzhou Normal University,,Middle Tennessee State University,,United States,Closed,,,8054,155
573,New Jersey City University,Jilin HuaQiao University of Foreign Languages,,New Jersey City University,,United States,Closed,,,7997,155
574,New Mexico State University,Shijiazhuang Vocational College of Science & Technology; Hebei Normal University,,New Mexico State University,,United States,Closed,,,7998,155
575,New York Confucius Institute for Global Finance at Baruch College,,,Baruch College,,United States,Closed,http://zhuanti.hanban.org/videolist/?cat=680&tag=en,,8055,155
576,North Carolina State University,Nanjing Normal University,,North Carolina State University,,United States,Closed,,,8056,155
577,Northern State University,University of Jinan,,Northern State University,,United States,Closed,,,7999,155
578,Northwest Nazarene University,Northwest University of Xi'an,,Northwest Nazarene University,,United States,Closed,,,8000,155
579,Old Dominion University,Minzu University of China,,Old Dominion University,,United States,Closed,,,8001,155
580,Pace University,"Nanjing Normal University,Phoenix publishing & media group",,Pace University,,United States,Closed,,,8057,155
581,Pacific Lutheran University,"Sichuan University, Chongqing Education Commission",,Pacific Lutheran University,,United States,Open,,,8058,155
582,Pennsylvania State University,Dalian University of Technology,,Pennsylvania State University,,United States,Closed,,,8059,155
583,Pfeiffer University,Shanxi University,,Pfeiffer University,,United States,Closed,,,8060,155
584,Portland State University,Soochow University,,Portland State University,,United States,Closed,,,8002,155
585,Prairie View A&M University,Xi'an International Studies University,,Prairie View A&M University,,United States,Closed,,,8061,155
586,Presbyterian College,Guizhou University,,Presbyterian College,,United States,Closed,,,8003,155
587,Purdue University,Shanghai Jiao Tong University,,Purdue University,,United States,Closed,,,8062,155
588,Rutgers University,Jilin University,,Rutgers University,,United States,Closed,,,8063,155
589,"Confucius Institute at the University at Albany, State University of New York",Southwestern University of Finance and Economics,,SUNY Albany,,United States,Closed,http://www.albany.edu/,,8064,155
590,"Confucius Institute at State College of Optometry, State University of New York",Wenzhou Medical University,,SUNY College of Optometry,,United States,Closed,https://www.sunyopt.edu/education/academics/international-programs/confucius-institute,,8065,155
591,Confucius Institute for Business at State University of New York,Nanjing University Of Finance & Economics,,SUNY Global Center,New York,United States,Closed,http://confuciusbusiness.suny.edu/,,4776,155
592,Confucius Institute in San Diego at San Diego Global Educational Institute,Xiamen University,,San Diego Global Educational Institute,San Diego,United States,Open,http://zhuanti.hanban.org/videolist/?cat=762&tag=en,,6054,155
593,San Diego State University,Xiamen University,,San Diego State University,,United States,Closed,,,8066,155
594,San Francisco State University,Beijing Normal University,,San Francisco State University,,United States,Closed,,,8067,155
595,Savannah State University,Jiujiang University,,Savannah State University,,United States,Closed,,,8005,155
596,Simpson County Schools,Unknown,,Simpson County Schools,,United States,Open,,,8068,155
597,Southern Utah University,Hunan Normal University,,Southern Utah University,,United States,Open,,,8006,155
598,St. Cloud State University ,The Education Department of Jilin Province,,St. Cloud State University,,United States,Open,,,8007,155
599,Stanford University,Peking University,,Stanford University,,United States,Open,,,8008,155
600,Stony Brook University,Zhongnan University of Economics and Law,,Stony Brook University,,United States,Closed,,,6675,155
601,Temple University,Zhejiang Normal University,,Temple University,,United States,Closed,,,8010,155
602,Texas A&M University,Ocean University of China in Qingdao,,Texas A&M University,,United States,Closed,,,8069,155
603,Texas Southern University,Beijing Jiaotong University,,Texas Southern University,,United States,Closed,,,8011,155
604,Troy University,Hebei Normal University of Science and Technology,,Troy University,,United States,Open,,,8012,155
605,Tufts University,Beijing Normal University,,Tufts University,,United States,Closed,,,8013,155
606,Tulane University,East China Normal University,,Tulane University,,United States,Closed,,,8070,155
607,University at Buffalo,Capital Normal University,,Buffalo,,United States,Closed,,,834,155
608,University of Akron,Henan University,,University of Akron,,United States,Closed,,,8025,155
609,"University of Alaska, Anchorage",Northeast Normal University,,University of Alaska,,United States,Closed,,,8071,155
610,University of Arizona,Shaanxi Normal University,,University of Arizona,,United States,Closed,,,8026,155
